id,phdr_in_vivo_result_id,phdr_clinical_trial_id
PIB_63:Surveyor-1,PIB_63,Surveyor-1
PIB_63:Surveyor-2,PIB_63,Surveyor-2
PIB_64:Magellan-1_Part_2,PIB_64,Magellan-1_Part_2
PIB_65:Surveyor-1,PIB_65,Surveyor-1
PIB_65:Surveyor-2,PIB_65,Surveyor-2
PIB_66:Surveyor-1,PIB_66,Surveyor-1
PIB_66:Surveyor-2,PIB_66,Surveyor-2
PIB_68:Endurance-1,PIB_68,Endurance-1
PIB_68:Endurance-2,PIB_68,Endurance-2
PIB_68:Endurance-3,PIB_68,Endurance-3
PIB_68:Endurance-4,PIB_68,Endurance-4
PIB_68:Expedition-1,PIB_68,Expedition-1
PIB_68:Expedition-2,PIB_68,Expedition-2
PIB_68:Surveyor-1,PIB_68,Surveyor-1
PIB_68:Surveyor-2,PIB_68,Surveyor-2
PIB_6:Magellan-1_Part_2,PIB_6,Magellan-1_Part_2
PIB_7:Endurance-1,PIB_7,Endurance-1
PIB_7:Endurance-2,PIB_7,Endurance-2
PIB_7:Endurance-3,PIB_7,Endurance-3
PIB_7:Endurance-4,PIB_7,Endurance-4
PIB_7:Expedition-1,PIB_7,Expedition-1
PIB_7:Expedition-2,PIB_7,Expedition-2
PIB_7:Surveyor-1,PIB_7,Surveyor-1
PIB_7:Surveyor-2,PIB_7,Surveyor-2
PIB_8:Magellan-1_Part_1,PIB_8,Magellan-1_Part_1
PIB_9:Magellan-1_Part_2,PIB_9,Magellan-1_Part_2
PTV_10:AVIATOR,PTV_10,AVIATOR
PTV_111:NCT02068222,PTV_111,NCT02068222
PTV_11:AVIATOR,PTV_11,AVIATOR
PTV_12:AVIATOR,PTV_12,AVIATOR
PTV_13:PEARL-I,PTV_13,PEARL-I
PTV_14:PEARL-I,PTV_14,PEARL-I
PTV_19:PEARL-I,PTV_19,PEARL-I
PTV_20:PEARL-I,PTV_20,PEARL-I
PTV_21:GIFT-I,PTV_21,GIFT-I
PTV_21:M12-536,PTV_21,M12-536
PTV_22:GIFT-I,PTV_22,GIFT-I
PTV_22:M12-536,PTV_22,M12-536
PTV_28:PEARL-IV,PTV_28,PEARL-IV
PTV_28:SAPPHIRE-II,PTV_28,SAPPHIRE-II
PTV_28:TURQUOISE-II,PTV_28,TURQUOISE-II
PTV_29:PEARL-IV,PTV_29,PEARL-IV
PTV_29:SAPPHIRE-II,PTV_29,SAPPHIRE-II
PTV_29:TURQUOISE-II,PTV_29,TURQUOISE-II
PTV_30:TURQUOISE-II,PTV_30,TURQUOISE-II
PTV_31:SAPPHIRE-II,PTV_31,SAPPHIRE-II
PTV_32:SAPPHIRE-II,PTV_32,SAPPHIRE-II
PTV_33:TURQUOISE-I,PTV_33,TURQUOISE-I
PTV_34:TURQUOISE-I,PTV_34,TURQUOISE-I
PTV_35:M12-536,PTV_35,M12-536
PTV_36:M12-536,PTV_36,M12-536
PTV_37:M12-536,PTV_37,M12-536
PTV_4:PEARL-III,PTV_4,PEARL-III
PTV_4:PEARL-IV,PTV_4,PEARL-IV
PTV_5:AVIATOR,PTV_5,AVIATOR
PTV_6:AVIATOR,PTV_6,AVIATOR
PTV_7:AVIATOR,PTV_7,AVIATOR
PTV_8:AVIATOR,PTV_8,AVIATOR
PTV_9:AVIATOR,PTV_9,AVIATOR
SOF_104:BOSON,SOF_104,BOSON
SOF_10:ION-4,SOF_10,ION-4
SOF_11:ALLY-2,SOF_11,ALLY-2
SOF_12:PHOTON-2,SOF_12,PHOTON-2
SOF_13:PHOTON-2,SOF_13,PHOTON-2
SOF_15:ATOMIC,SOF_15,ATOMIC
SOF_15:ELECTRON,SOF_15,ELECTRON
SOF_15:FISSION,SOF_15,FISSION
SOF_15:FUSION,SOF_15,FUSION
SOF_15:NEUTRINO,SOF_15,NEUTRINO
SOF_15:P7977-0221,SOF_15,P7977-0221
SOF_15:POSITRON,SOF_15,POSITRON
SOF_15:PROTON,SOF_15,PROTON
SOF_15:QUANTUM,SOF_15,QUANTUM
SOF_16:ATOMIC,SOF_16,ATOMIC
SOF_16:ELECTRON,SOF_16,ELECTRON
SOF_16:FISSION,SOF_16,FISSION
SOF_16:FUSION,SOF_16,FUSION
SOF_16:NEUTRINO,SOF_16,NEUTRINO
SOF_16:P7977-0221,SOF_16,P7977-0221
SOF_16:POSITRON,SOF_16,POSITRON
SOF_16:PROTON,SOF_16,PROTON
SOF_16:QUANTUM,SOF_16,QUANTUM
SOF_17:VALENCE,SOF_17,VALENCE
SOF_26:ELECTRON,SOF_26,ELECTRON
SOF_26:FISSION,SOF_26,FISSION
SOF_26:FUSION,SOF_26,FUSION
SOF_26:ION-1,SOF_26,ION-1
SOF_26:ION-2,SOF_26,ION-2
SOF_26:ION-3,SOF_26,ION-3
SOF_26:LONESTAR,SOF_26,LONESTAR
SOF_26:NEUTRINO,SOF_26,NEUTRINO
SOF_26:P7977-2025,SOF_26,P7977-2025
SOF_26:PHOTON-1,SOF_26,PHOTON-1
SOF_26:PHOTON-2,SOF_26,PHOTON-2
SOF_26:POSITRON,SOF_26,POSITRON
SOF_26:VALENCE,SOF_26,VALENCE
SOF_27:GS-US-196-0123,SOF_27,GS-US-196-0123
SOF_27:GS-US-196-0140,SOF_27,GS-US-196-0140
SOF_27:GS-US-248-0120,SOF_27,GS-US-248-0120
SOF_27:GS-US-248-0121,SOF_27,GS-US-248-0121
SOF_27:GS-US-256-0124,SOF_27,GS-US-256-0124
SOF_27:GS-US-256-0148,SOF_27,GS-US-256-0148
SOF_28:ATOMIC,SOF_28,ATOMIC
SOF_28:ELECTRON,SOF_28,ELECTRON
SOF_28:FISSION,SOF_28,FISSION
SOF_28:FUSION,SOF_28,FUSION
SOF_28:NEUTRINO,SOF_28,NEUTRINO
SOF_28:P7977-0221,SOF_28,P7977-0221
SOF_28:POSITRON,SOF_28,POSITRON
SOF_28:PROTON,SOF_28,PROTON
SOF_28:QUANTUM,SOF_28,QUANTUM
SOF_33:ELECTRON,SOF_33,ELECTRON
SOF_33:FISSION,SOF_33,FISSION
SOF_33:FUSION,SOF_33,FUSION
SOF_33:ION-1,SOF_33,ION-1
SOF_33:ION-2,SOF_33,ION-2
SOF_33:ION-3,SOF_33,ION-3
SOF_33:LONESTAR,SOF_33,LONESTAR
SOF_33:NEUTRINO,SOF_33,NEUTRINO
SOF_33:P7977-2025,SOF_33,P7977-2025
SOF_33:PHOTON-1,SOF_33,PHOTON-1
SOF_33:PHOTON-2,SOF_33,PHOTON-2
SOF_33:POSITRON,SOF_33,POSITRON
SOF_33:VALENCE,SOF_33,VALENCE
SOF_37:ELECTRON,SOF_37,ELECTRON
SOF_37:ION-1,SOF_37,ION-1
SOF_37:ION-2,SOF_37,ION-2
SOF_37:ION-3,SOF_37,ION-3
SOF_37:LONESTAR,SOF_37,LONESTAR
SOF_44:GS-US-337-1119,SOF_44,GS-US-337-1119
SOF_44:GS-US-342-1138,SOF_44,GS-US-342-1138
SOF_55:POLARIS-4,SOF_55,POLARIS-4
SOF_56:POLARIS-4,SOF_56,POLARIS-4
SOF_57:POLARIS-4,SOF_57,POLARIS-4
SOF_58:ELECTRON,SOF_58,ELECTRON
SOF_58:ION-1,SOF_58,ION-1
SOF_58:ION-2,SOF_58,ION-2
SOF_58:ION-3,SOF_58,ION-3
SOF_58:LONESTAR,SOF_58,LONESTAR
SOF_5:ELECTRON,SOF_5,ELECTRON
SOF_5:FISSION,SOF_5,FISSION
SOF_5:FUSION,SOF_5,FUSION
SOF_5:ION-1,SOF_5,ION-1
SOF_5:ION-2,SOF_5,ION-2
SOF_5:ION-3,SOF_5,ION-3
SOF_5:LONESTAR,SOF_5,LONESTAR
SOF_5:NEUTRINO,SOF_5,NEUTRINO
SOF_5:P7977-2025,SOF_5,P7977-2025
SOF_5:PHOTON-1,SOF_5,PHOTON-1
SOF_5:PHOTON-2,SOF_5,PHOTON-2
SOF_5:POSITRON,SOF_5,POSITRON
SOF_5:VALENCE,SOF_5,VALENCE
SOF_63:GS-US-337-1119,SOF_63,GS-US-337-1119
SOF_67:NCT01805882,SOF_67,NCT01805882
SOF_6:ELECTRON,SOF_6,ELECTRON
SOF_6:FISSION,SOF_6,FISSION
SOF_6:FUSION,SOF_6,FUSION
SOF_6:ION-1,SOF_6,ION-1
SOF_6:ION-2,SOF_6,ION-2
SOF_6:ION-3,SOF_6,ION-3
SOF_6:LONESTAR,SOF_6,LONESTAR
SOF_6:NEUTRINO,SOF_6,NEUTRINO
SOF_6:P7977-2025,SOF_6,P7977-2025
SOF_6:PHOTON-1,SOF_6,PHOTON-1
SOF_6:PHOTON-2,SOF_6,PHOTON-2
SOF_6:POSITRON,SOF_6,POSITRON
SOF_6:VALENCE,SOF_6,VALENCE
SOF_7:ELECTRON,SOF_7,ELECTRON
SOF_7:FISSION,SOF_7,FISSION
SOF_7:FUSION,SOF_7,FUSION
SOF_7:ION-1,SOF_7,ION-1
SOF_7:ION-2,SOF_7,ION-2
SOF_7:ION-3,SOF_7,ION-3
SOF_7:LONESTAR,SOF_7,LONESTAR
SOF_7:NEUTRINO,SOF_7,NEUTRINO
SOF_7:P7977-2025,SOF_7,P7977-2025
SOF_7:PHOTON-1,SOF_7,PHOTON-1
SOF_7:PHOTON-2,SOF_7,PHOTON-2
SOF_7:POSITRON,SOF_7,POSITRON
SOF_7:VALENCE,SOF_7,VALENCE
SOF_80:ATOMIC,SOF_80,ATOMIC
SOF_80:ELECTRON,SOF_80,ELECTRON
SOF_80:FISSION,SOF_80,FISSION
SOF_80:FUSION,SOF_80,FUSION
SOF_80:NEUTRINO,SOF_80,NEUTRINO
SOF_80:P7977-0221,SOF_80,P7977-0221
SOF_80:POSITRON,SOF_80,POSITRON
SOF_80:PROTON,SOF_80,PROTON
SOF_80:QUANTUM,SOF_80,QUANTUM
SOF_84:ALLY-2,SOF_84,ALLY-2
SOF_8:ELECTRON,SOF_8,ELECTRON
SOF_8:FISSION,SOF_8,FISSION
SOF_8:FUSION,SOF_8,FUSION
SOF_8:ION-1,SOF_8,ION-1
SOF_8:ION-2,SOF_8,ION-2
SOF_8:ION-3,SOF_8,ION-3
SOF_8:LONESTAR,SOF_8,LONESTAR
SOF_8:NEUTRINO,SOF_8,NEUTRINO
SOF_8:P7977-2025,SOF_8,P7977-2025
SOF_8:PHOTON-1,SOF_8,PHOTON-1
SOF_8:PHOTON-2,SOF_8,PHOTON-2
SOF_8:POSITRON,SOF_8,POSITRON
SOF_8:VALENCE,SOF_8,VALENCE
SOF_91:ELECTRON,SOF_91,ELECTRON
SOF_91:FISSION,SOF_91,FISSION
SOF_91:FUSION,SOF_91,FUSION
SOF_91:ION-1,SOF_91,ION-1
SOF_91:ION-2,SOF_91,ION-2
SOF_91:ION-3,SOF_91,ION-3
SOF_91:LONESTAR,SOF_91,LONESTAR
SOF_91:NEUTRINO,SOF_91,NEUTRINO
SOF_91:P7977-2025,SOF_91,P7977-2025
SOF_91:PHOTON-1,SOF_91,PHOTON-1
SOF_91:PHOTON-2,SOF_91,PHOTON-2
SOF_91:POSITRON,SOF_91,POSITRON
SOF_91:VALENCE,SOF_91,VALENCE
SOF_92:ELECTRON,SOF_92,ELECTRON
SOF_92:FISSION,SOF_92,FISSION
SOF_92:FUSION,SOF_92,FUSION
SOF_92:ION-1,SOF_92,ION-1
SOF_92:ION-2,SOF_92,ION-2
SOF_92:ION-3,SOF_92,ION-3
SOF_92:LONESTAR,SOF_92,LONESTAR
SOF_92:NEUTRINO,SOF_92,NEUTRINO
SOF_92:P7977-2025,SOF_92,P7977-2025
SOF_92:PHOTON-1,SOF_92,PHOTON-1
SOF_92:PHOTON-2,SOF_92,PHOTON-2
SOF_92:POSITRON,SOF_92,POSITRON
SOF_92:VALENCE,SOF_92,VALENCE
SOF_93:ATOMIC,SOF_93,ATOMIC
SOF_93:ELECTRON,SOF_93,ELECTRON
SOF_93:FISSION,SOF_93,FISSION
SOF_93:FUSION,SOF_93,FUSION
SOF_93:NEUTRINO,SOF_93,NEUTRINO
SOF_93:P7977-0221,SOF_93,P7977-0221
SOF_93:POSITRON,SOF_93,POSITRON
SOF_93:PROTON,SOF_93,PROTON
SOF_93:QUANTUM,SOF_93,QUANTUM
SOF_94:VALENCE,SOF_94,VALENCE
SOF_95:ASTRAL-1,SOF_95,ASTRAL-1
SOF_95:ASTRAL-2,SOF_95,ASTRAL-2
SOF_95:ASTRAL-3,SOF_95,ASTRAL-3
SOF_95:ASTRAL-5,SOF_95,ASTRAL-5
SOF_95:POLARIS-2,SOF_95,POLARIS-2
SOF_95:POLARIS-3,SOF_95,POLARIS-3
SOF_96:GS-US-337-1119,SOF_96,GS-US-337-1119
SOF_96:GS-US-342-1138,SOF_96,GS-US-342-1138
SOF_9:ELECTRON,SOF_9,ELECTRON
SOF_9:FISSION,SOF_9,FISSION
SOF_9:FUSION,SOF_9,FUSION
SOF_9:ION-1,SOF_9,ION-1
SOF_9:ION-2,SOF_9,ION-2
SOF_9:ION-3,SOF_9,ION-3
SOF_9:LONESTAR,SOF_9,LONESTAR
SOF_9:NEUTRINO,SOF_9,NEUTRINO
SOF_9:P7977-2025,SOF_9,P7977-2025
SOF_9:PHOTON-1,SOF_9,PHOTON-1
SOF_9:PHOTON-2,SOF_9,PHOTON-2
SOF_9:POSITRON,SOF_9,POSITRON
SOF_9:VALENCE,SOF_9,VALENCE
VEL_100:NCT02300103,VEL_100,NCT02300103
VEL_101:ASTRAL-4,VEL_101,ASTRAL-4
VEL_102:ASTRAL-4,VEL_102,ASTRAL-4
VEL_103:ASTRAL-4,VEL_103,ASTRAL-4
VEL_104:ASTRAL-4,VEL_104,ASTRAL-4
VEL_111:ASTRAL-1,VEL_111,ASTRAL-1
VEL_111:ASTRAL-2,VEL_111,ASTRAL-2
VEL_111:ASTRAL-3,VEL_111,ASTRAL-3
VEL_111:ASTRAL-5,VEL_111,ASTRAL-5
VEL_111:POLARIS-2,VEL_111,POLARIS-2
VEL_111:POLARIS-3,VEL_111,POLARIS-3
VEL_112:POLARIS-1,VEL_112,POLARIS-1
VEL_113:ASTRAL-4,VEL_113,ASTRAL-4
VEL_19:ASTRAL-4,VEL_19,ASTRAL-4
VEL_24:ASTRAL-1,VEL_24,ASTRAL-1
VEL_24:ASTRAL-2,VEL_24,ASTRAL-2
VEL_24:ASTRAL-3,VEL_24,ASTRAL-3
VEL_24:ASTRAL-5,VEL_24,ASTRAL-5
VEL_24:POLARIS-2,VEL_24,POLARIS-2
VEL_24:POLARIS-3,VEL_24,POLARIS-3
VEL_25:ASTRAL-3,VEL_25,ASTRAL-3
VEL_26:POLARIS-1,VEL_26,POLARIS-1
VEL_27:POLARIS-4,VEL_27,POLARIS-4
VEL_2:POLARIS-4,VEL_2,POLARIS-4
VEL_32:ASTRAL-1,VEL_32,ASTRAL-1
VEL_32:ASTRAL-2,VEL_32,ASTRAL-2
VEL_32:ASTRAL-3,VEL_32,ASTRAL-3
VEL_32:ASTRAL-5,VEL_32,ASTRAL-5
VEL_32:POLARIS-2,VEL_32,POLARIS-2
VEL_32:POLARIS-3,VEL_32,POLARIS-3
VEL_33:ASTRAL-1,VEL_33,ASTRAL-1
VEL_33:ASTRAL-2,VEL_33,ASTRAL-2
VEL_33:ASTRAL-3,VEL_33,ASTRAL-3
VEL_33:ASTRAL-5,VEL_33,ASTRAL-5
VEL_33:POLARIS-2,VEL_33,POLARIS-2
VEL_33:POLARIS-3,VEL_33,POLARIS-3
VEL_34:ASTRAL-4,VEL_34,ASTRAL-4
VEL_36:POLARIS-1,VEL_36,POLARIS-1
VEL_45:POLARIS-4,VEL_45,POLARIS-4
VEL_46:NCT02300103,VEL_46,NCT02300103
VEL_47:ASTRAL-4,VEL_47,ASTRAL-4
VEL_49:ASTRAL-1,VEL_49,ASTRAL-1
VEL_49:ASTRAL-2,VEL_49,ASTRAL-2
VEL_49:ASTRAL-3,VEL_49,ASTRAL-3
VEL_49:ASTRAL-5,VEL_49,ASTRAL-5
VEL_49:POLARIS-2,VEL_49,POLARIS-2
VEL_49:POLARIS-3,VEL_49,POLARIS-3
VEL_4:POLARIS-4,VEL_4,POLARIS-4
VEL_50:POLARIS-1,VEL_50,POLARIS-1
VEL_58:ASTRAL-4,VEL_58,ASTRAL-4
VEL_5:POLARIS-4,VEL_5,POLARIS-4
VEL_64:POLARIS-4,VEL_64,POLARIS-4
VEL_6:POLARIS-4,VEL_6,POLARIS-4
VEL_82:ASTRAL-1,VEL_82,ASTRAL-1
VEL_82:ASTRAL-2,VEL_82,ASTRAL-2
VEL_82:ASTRAL-3,VEL_82,ASTRAL-3
VEL_82:ASTRAL-5,VEL_82,ASTRAL-5
VEL_82:POLARIS-2,VEL_82,POLARIS-2
VEL_82:POLARIS-3,VEL_82,POLARIS-3
VEL_83:ASTRAL-1,VEL_83,ASTRAL-1
VEL_83:ASTRAL-2,VEL_83,ASTRAL-2
VEL_83:ASTRAL-3,VEL_83,ASTRAL-3
VEL_83:ASTRAL-5,VEL_83,ASTRAL-5
VEL_83:POLARIS-2,VEL_83,POLARIS-2
VEL_83:POLARIS-3,VEL_83,POLARIS-3
VEL_84:ASTRAL-1,VEL_84,ASTRAL-1
VEL_84:ASTRAL-2,VEL_84,ASTRAL-2
VEL_84:ASTRAL-3,VEL_84,ASTRAL-3
VEL_84:ASTRAL-5,VEL_84,ASTRAL-5
VEL_84:POLARIS-2,VEL_84,POLARIS-2
VEL_84:POLARIS-3,VEL_84,POLARIS-3
VEL_85:ASTRAL-1,VEL_85,ASTRAL-1
VEL_85:ASTRAL-2,VEL_85,ASTRAL-2
VEL_85:ASTRAL-3,VEL_85,ASTRAL-3
VEL_85:ASTRAL-5,VEL_85,ASTRAL-5
VEL_85:POLARIS-2,VEL_85,POLARIS-2
VEL_85:POLARIS-3,VEL_85,POLARIS-3
VEL_86:ASTRAL-1,VEL_86,ASTRAL-1
VEL_86:ASTRAL-2,VEL_86,ASTRAL-2
VEL_86:ASTRAL-3,VEL_86,ASTRAL-3
VEL_86:ASTRAL-5,VEL_86,ASTRAL-5
VEL_86:POLARIS-2,VEL_86,POLARIS-2
VEL_86:POLARIS-3,VEL_86,POLARIS-3
VEL_87:ASTRAL-1,VEL_87,ASTRAL-1
VEL_87:ASTRAL-2,VEL_87,ASTRAL-2
VEL_87:ASTRAL-3,VEL_87,ASTRAL-3
VEL_87:ASTRAL-5,VEL_87,ASTRAL-5
VEL_87:POLARIS-2,VEL_87,POLARIS-2
VEL_87:POLARIS-3,VEL_87,POLARIS-3
VEL_88:ASTRAL-3,VEL_88,ASTRAL-3
VEL_89:ASTRAL-3,VEL_89,ASTRAL-3
VEL_90:ASTRAL-3,VEL_90,ASTRAL-3
VEL_91:ASTRAL-3,VEL_91,ASTRAL-3
VEL_92:POLARIS-1,VEL_92,POLARIS-1
VEL_93:POLARIS-1,VEL_93,POLARIS-1
VEL_94:POLARIS-4,VEL_94,POLARIS-4
VEL_95:POLARIS-4,VEL_95,POLARIS-4
VEL_96:POLARIS-4,VEL_96,POLARIS-4
VEL_97:POLARIS-4,VEL_97,POLARIS-4
VEL_98:POLARIS-4,VEL_98,POLARIS-4
VEL_99:POLARIS-4,VEL_99,POLARIS-4
VOX_105:POLARIS-1,VOX_105,POLARIS-1
VOX_105:POLARIS-4,VOX_105,POLARIS-4
VOX_107:POLARIS-2,VOX_107,POLARIS-2
VOX_107:POLARIS-3,VOX_107,POLARIS-3
VOX_112:POLARIS-2,VOX_112,POLARIS-2
VOX_112:POLARIS-3,VOX_112,POLARIS-3
VOX_114:GS-US-337-1468,VOX_114,GS-US-337-1468
VOX_114:GS-US-367-1168,VOX_114,GS-US-367-1168
VOX_114:GS-US-367-1169,VOX_114,GS-US-367-1169
VOX_114:GS-US-367-1871,VOX_114,GS-US-367-1871
VOX_30:POLARIS-2,VOX_30,POLARIS-2
VOX_30:POLARIS-3,VOX_30,POLARIS-3
VOX_58:GS-US-337-1468,VOX_58,GS-US-337-1468
VOX_58:GS-US-367-1168,VOX_58,GS-US-367-1168
VOX_58:GS-US-367-1169,VOX_58,GS-US-367-1169
VOX_58:GS-US-367-1871,VOX_58,GS-US-367-1871
VOX_97:POLARIS-2,VOX_97,POLARIS-2
VOX_97:POLARIS-3,VOX_97,POLARIS-3
