id,phdr_in_vivo_result_id,phdr_regimen_id
OBV_70:PTV_r_OBV_DSV_RBV,OBV_70,PTV_r_OBV_DSV_RBV
OBV_71:PTV_r_OBV_DSV,OBV_71,PTV_r_OBV_DSV
OBV_71:PTV_r_OBV_DSV_RBV,OBV_71,PTV_r_OBV_DSV_RBV
OBV_72:PTV_r_OBV_DSV,OBV_72,PTV_r_OBV_DSV
OBV_72:PTV_r_OBV_DSV_RBV,OBV_72,PTV_r_OBV_DSV_RBV
OBV_73:PTV_r_OBV_DSV,OBV_73,PTV_r_OBV_DSV
OBV_73:PTV_r_OBV_DSV_RBV,OBV_73,PTV_r_OBV_DSV_RBV
OBV_74:PTV_r_OBV_DSV,OBV_74,PTV_r_OBV_DSV
OBV_74:PTV_r_OBV_DSV_RBV,OBV_74,PTV_r_OBV_DSV_RBV
OBV_75:PTV_r_OBV_DSV,OBV_75,PTV_r_OBV_DSV
OBV_75:PTV_r_OBV_DSV_RBV,OBV_75,PTV_r_OBV_DSV_RBV
OBV_76:PTV_r_OBV,OBV_76,PTV_r_OBV
OBV_77:PTV_r_OBV,OBV_77,PTV_r_OBV
OBV_78:PTV_r_OBV,OBV_78,PTV_r_OBV
OBV_83:PTV_r_OBV,OBV_83,PTV_r_OBV
OBV_84:PTV_r_OBV,OBV_84,PTV_r_OBV
OBV_85:PTV_r_OBV,OBV_85,PTV_r_OBV
OBV_86:PTV_r_OBV,OBV_86,PTV_r_OBV
OBV_87:PTV_r_OBV,OBV_87,PTV_r_OBV
OBV_88:PTV_r_OBV,OBV_88,PTV_r_OBV
OBV_89:PTV_r_OBV,OBV_89,PTV_r_OBV
OBV_90:PTV_r_OBV,OBV_90,PTV_r_OBV
OBV_91:PTV_r_OBV,OBV_91,PTV_r_OBV
OBV_92:PTV_r_OBV,OBV_92,PTV_r_OBV
OBV_93:PTV_r_OBV,OBV_93,PTV_r_OBV
OBV_94:PTV_r_OBV,OBV_94,PTV_r_OBV
OBV_95:PTV_r_OBV,OBV_95,PTV_r_OBV
OBV_96:PTV_r_OBV,OBV_96,PTV_r_OBV
OBV_97:PTV_r_OBV,OBV_97,PTV_r_OBV
OBV_98:PTV_r_OBV,OBV_98,PTV_r_OBV
OBV_99:PTV_r_OBV,OBV_99,PTV_r_OBV
PIB_10:GLE_PIB,PIB_10,GLE_PIB
PIB_11:GLE_PIB,PIB_11,GLE_PIB
PIB_15:GLE_PIB,PIB_15,GLE_PIB
PIB_17:GLE_PIB,PIB_17,GLE_PIB
PIB_18:GLE_PIB,PIB_18,GLE_PIB
PIB_19:GLE_PIB,PIB_19,GLE_PIB
PIB_1:PIB_PTV_r,PIB_1,PIB_PTV_r
PIB_24:GLE_PIB,PIB_24,GLE_PIB
PIB_25:GLE_PIB,PIB_25,GLE_PIB
PIB_26:GLE_PIB,PIB_26,GLE_PIB
PIB_27:GLE_PIB,PIB_27,GLE_PIB
PIB_28:GLE_PIB,PIB_28,GLE_PIB
PIB_29:GLE_PIB,PIB_29,GLE_PIB
PIB_2:GLE_PIB,PIB_2,GLE_PIB
PIB_30:GLE_PIB,PIB_30,GLE_PIB
PIB_31:PIB_PTV_r,PIB_31,PIB_PTV_r
PIB_32:GLE_PIB,PIB_32,GLE_PIB
PIB_33:GLE_PIB,PIB_33,GLE_PIB
PIB_35:GLE_PIB,PIB_35,GLE_PIB
PIB_37:GLE_PIB,PIB_37,GLE_PIB
PIB_38:GLE_PIB,PIB_38,GLE_PIB
PIB_41:GLE_PIB,PIB_41,GLE_PIB
PIB_43:GLE_PIB,PIB_43,GLE_PIB
PIB_44:GLE_PIB,PIB_44,GLE_PIB
PIB_49:GLE_PIB,PIB_49,GLE_PIB
PIB_4:GLE_PIB,PIB_4,GLE_PIB
PIB_50:GLE_PIB,PIB_50,GLE_PIB
PIB_51:GLE_PIB,PIB_51,GLE_PIB
PIB_52:GLE_PIB,PIB_52,GLE_PIB
PIB_54:GLE_PIB,PIB_54,GLE_PIB
PIB_57:GLE_PIB,PIB_57,GLE_PIB
PIB_59:GLE_PIB,PIB_59,GLE_PIB
PIB_5:GLE_PIB,PIB_5,GLE_PIB
PIB_60:GLE_PIB,PIB_60,GLE_PIB
PIB_63:GLE_PIB,PIB_63,GLE_PIB
PIB_64:GLE_PIB,PIB_64,GLE_PIB
PIB_65:GLE_PIB,PIB_65,GLE_PIB
PIB_66:GLE_PIB,PIB_66,GLE_PIB
PIB_68:GLE_PIB,PIB_68,GLE_PIB
PIB_6:GLE_PIB,PIB_6,GLE_PIB
PIB_7:GLE_PIB,PIB_7,GLE_PIB
PIB_8:GLE_PIB,PIB_8,GLE_PIB
PIB_9:GLE_PIB,PIB_9,GLE_PIB
PTV_10:PTV_r_OBV_DSV,PTV_10,PTV_r_OBV_DSV
PTV_10:PTV_r_OBV_DSV_RBV,PTV_10,PTV_r_OBV_DSV_RBV
PTV_111:PIB_PTV_r_RBV,PTV_111,PIB_PTV_r_RBV
PTV_11:PTV_r_OBV_DSV,PTV_11,PTV_r_OBV_DSV
PTV_11:PTV_r_OBV_DSV_RBV,PTV_11,PTV_r_OBV_DSV_RBV
PTV_12:PTV_r_OBV_DSV,PTV_12,PTV_r_OBV_DSV
PTV_12:PTV_r_OBV_DSV_RBV,PTV_12,PTV_r_OBV_DSV_RBV
PTV_13:PTV_r_OBV,PTV_13,PTV_r_OBV
PTV_14:PTV_r_OBV,PTV_14,PTV_r_OBV
PTV_19:PTV_r_OBV,PTV_19,PTV_r_OBV
PTV_1:PTV_r_OBV_RBV,PTV_1,PTV_r_OBV_RBV
PTV_20:PTV_r_OBV,PTV_20,PTV_r_OBV
PTV_21:PTV_r_OBV,PTV_21,PTV_r_OBV
PTV_22:PTV_r_OBV,PTV_22,PTV_r_OBV
PTV_28:PTV_r_OBV_DSV,PTV_28,PTV_r_OBV_DSV
PTV_28:PTV_r_OBV_DSV_RBV,PTV_28,PTV_r_OBV_DSV_RBV
PTV_29:PTV_r_OBV_DSV,PTV_29,PTV_r_OBV_DSV
PTV_29:PTV_r_OBV_DSV_RBV,PTV_29,PTV_r_OBV_DSV_RBV
PTV_2:PTV_r_OBV_RBV,PTV_2,PTV_r_OBV_RBV
PTV_30:PTV_r_OBV_DSV,PTV_30,PTV_r_OBV_DSV
PTV_31:PTV_r_OBV_DSV_RBV,PTV_31,PTV_r_OBV_DSV_RBV
PTV_32:PTV_r_OBV_DSV_RBV,PTV_32,PTV_r_OBV_DSV_RBV
PTV_33:PTV_r_OBV_DSV_RBV,PTV_33,PTV_r_OBV_DSV_RBV
PTV_34:PTV_r_OBV_DSV_RBV,PTV_34,PTV_r_OBV_DSV_RBV
PTV_35:PTV_r_OBV,PTV_35,PTV_r_OBV
PTV_36:PTV_r_OBV,PTV_36,PTV_r_OBV
PTV_37:PTV_r_OBV,PTV_37,PTV_r_OBV
PTV_3:PTV_r_OBV_DSV_RBV,PTV_3,PTV_r_OBV_DSV_RBV
PTV_4:PTV_r_OBV_DSV,PTV_4,PTV_r_OBV_DSV
PTV_4:PTV_r_OBV_DSV_RBV,PTV_4,PTV_r_OBV_DSV_RBV
PTV_5:PTV_r_OBV_DSV,PTV_5,PTV_r_OBV_DSV
PTV_5:PTV_r_OBV_DSV_RBV,PTV_5,PTV_r_OBV_DSV_RBV
PTV_6:PTV_r_OBV_DSV,PTV_6,PTV_r_OBV_DSV
PTV_6:PTV_r_OBV_DSV_RBV,PTV_6,PTV_r_OBV_DSV_RBV
PTV_77:PTV_r_OBV_DSV,PTV_77,PTV_r_OBV_DSV
PTV_79:PTV_r_OBV_DSV,PTV_79,PTV_r_OBV_DSV
PTV_7:PTV_r_OBV_DSV,PTV_7,PTV_r_OBV_DSV
PTV_7:PTV_r_OBV_DSV_RBV,PTV_7,PTV_r_OBV_DSV_RBV
PTV_81:PTV_r_OBV_DSV,PTV_81,PTV_r_OBV_DSV
PTV_83:PTV_r_OBV_DSV,PTV_83,PTV_r_OBV_DSV
PTV_85:PTV_r_OBV_DSV,PTV_85,PTV_r_OBV_DSV
PTV_87:PTV_r_OBV_DSV,PTV_87,PTV_r_OBV_DSV
PTV_8:PTV_r_OBV_DSV,PTV_8,PTV_r_OBV_DSV
PTV_8:PTV_r_OBV_DSV_RBV,PTV_8,PTV_r_OBV_DSV_RBV
PTV_9:PTV_r_OBV_DSV,PTV_9,PTV_r_OBV_DSV
PTV_9:PTV_r_OBV_DSV_RBV,PTV_9,PTV_r_OBV_DSV_RBV
SOF_104:SOF_PEG_RBV,SOF_104,SOF_PEG_RBV
SOF_104:SOF_RBV,SOF_104,SOF_RBV
SOF_10:SOF_LDV,SOF_10,SOF_LDV
SOF_11:SOF_DCV,SOF_11,SOF_DCV
SOF_12:SOF_RBV,SOF_12,SOF_RBV
SOF_13:SOF_RBV,SOF_13,SOF_RBV
SOF_14:SOF_PEG_RBV,SOF_14,SOF_PEG_RBV
SOF_15:SOF_PEG_RBV,SOF_15,SOF_PEG_RBV
SOF_15:SOF_RBV,SOF_15,SOF_RBV
SOF_16:SOF_PEG_RBV,SOF_16,SOF_PEG_RBV
SOF_16:SOF_RBV,SOF_16,SOF_RBV
SOF_17:SOF_RBV,SOF_17,SOF_RBV
SOF_1:SOF_PEG_RBV,SOF_1,SOF_PEG_RBV
SOF_1:SOF_RBV,SOF_1,SOF_RBV
SOF_22:SOF_PEG_RBV,SOF_22,SOF_PEG_RBV
SOF_22:SOF_RBV,SOF_22,SOF_RBV
SOF_23:SOF_LDV,SOF_23,SOF_LDV
SOF_23:SOF_SIM,SOF_23,SOF_SIM
SOF_24:SOF_mono,SOF_24,SOF_mono
SOF_25:SOF_mono,SOF_25,SOF_mono
SOF_26:SOF_mono,SOF_26,SOF_mono
SOF_27:SOF_PEG_RBV,SOF_27,SOF_PEG_RBV
SOF_28:SOF_PEG_RBV,SOF_28,SOF_PEG_RBV
SOF_28:SOF_RBV,SOF_28,SOF_RBV
SOF_33:SOF_mono,SOF_33,SOF_mono
SOF_37:SOF_LDV,SOF_37,SOF_LDV
SOF_38:SOF_DCV,SOF_38,SOF_DCV
SOF_39:SOF_DCV,SOF_39,SOF_DCV
SOF_39:SOF_LDV,SOF_39,SOF_LDV
SOF_3:SOF_LDV,SOF_3,SOF_LDV
SOF_40:SOF_DCV,SOF_40,SOF_DCV
SOF_41:SOF_DCV,SOF_41,SOF_DCV
SOF_44:SOF_LDV,SOF_44,SOF_LDV
SOF_46:SOF_DCV,SOF_46,SOF_DCV
SOF_47:SOF_mono,SOF_47,SOF_mono
SOF_48:SOF_mono,SOF_48,SOF_mono
SOF_49:SOF_LDV,SOF_49,SOF_LDV
SOF_4:SOF_mono,SOF_4,SOF_mono
SOF_50:SOF_LDV,SOF_50,SOF_LDV
SOF_51:SOF_LDV,SOF_51,SOF_LDV
SOF_52:SOF_LDV,SOF_52,SOF_LDV
SOF_54:SOF_DCV,SOF_54,SOF_DCV
SOF_55:SOF_VEL,SOF_55,SOF_VEL
SOF_56:SOF_VEL,SOF_56,SOF_VEL
SOF_57:SOF_VEL,SOF_57,SOF_VEL
SOF_58:SOF_LDV,SOF_58,SOF_LDV
SOF_5:SOF_mono,SOF_5,SOF_mono
SOF_60:SOF_LDV,SOF_60,SOF_LDV
SOF_60:SOF_SIM,SOF_60,SOF_SIM
SOF_61:SOF_mono,SOF_61,SOF_mono
SOF_63:SOF_LDV,SOF_63,SOF_LDV
SOF_67:SOF_LDV,SOF_67,SOF_LDV
SOF_6:SOF_LDV,SOF_6,SOF_LDV
SOF_6:SOF_mono,SOF_6,SOF_mono
SOF_74:SOF_LDV,SOF_74,SOF_LDV
SOF_7:SOF_mono,SOF_7,SOF_mono
SOF_80:SOF_PEG_RBV,SOF_80,SOF_PEG_RBV
SOF_80:SOF_RBV,SOF_80,SOF_RBV
SOF_83:SOF_SIM,SOF_83,SOF_SIM
SOF_84:SOF_DCV,SOF_84,SOF_DCV
SOF_85:SOF_LDV,SOF_85,SOF_LDV
SOF_86:SOF_LDV,SOF_86,SOF_LDV
SOF_87:SOF_SIM,SOF_87,SOF_SIM
SOF_89:SOF_PEG_RBV,SOF_89,SOF_PEG_RBV
SOF_89:SOF_RBV,SOF_89,SOF_RBV
SOF_8:SOF_mono,SOF_8,SOF_mono
SOF_91:SOF_LDV,SOF_91,SOF_LDV
SOF_91:SOF_mono,SOF_91,SOF_mono
SOF_92:SOF_mono,SOF_92,SOF_mono
SOF_93:SOF_PEG_RBV,SOF_93,SOF_PEG_RBV
SOF_93:SOF_RBV,SOF_93,SOF_RBV
SOF_94:SOF_RBV,SOF_94,SOF_RBV
SOF_95:SOF_VEL,SOF_95,SOF_VEL
SOF_96:SOF_LDV,SOF_96,SOF_LDV
SOF_9:SOF_mono,SOF_9,SOF_mono
VEL_100:SOF_VEL,VEL_100,SOF_VEL
VEL_101:SOF_VEL,VEL_101,SOF_VEL
VEL_102:SOF_VEL,VEL_102,SOF_VEL
VEL_103:SOF_VEL,VEL_103,SOF_VEL
VEL_104:SOF_VEL,VEL_104,SOF_VEL
VEL_111:SOF_VEL,VEL_111,SOF_VEL
VEL_112:SOF_VEL_VOX,VEL_112,SOF_VEL_VOX
VEL_113:SOF_VEL,VEL_113,SOF_VEL
VEL_117:SOF_VEL_RBV,VEL_117,SOF_VEL_RBV
VEL_19:SOF_VEL,VEL_19,SOF_VEL
VEL_24:SOF_VEL,VEL_24,SOF_VEL
VEL_25:SOF_VEL,VEL_25,SOF_VEL
VEL_26:SOF_VEL_VOX,VEL_26,SOF_VEL_VOX
VEL_27:SOF_VEL,VEL_27,SOF_VEL
VEL_2:SOF_VEL,VEL_2,SOF_VEL
VEL_32:SOF_VEL,VEL_32,SOF_VEL
VEL_33:SOF_VEL,VEL_33,SOF_VEL
VEL_34:SOF_VEL,VEL_34,SOF_VEL
VEL_36:SOF_VEL_VOX,VEL_36,SOF_VEL_VOX
VEL_45:SOF_VEL,VEL_45,SOF_VEL
VEL_46:SOF_VEL,VEL_46,SOF_VEL
VEL_47:SOF_VEL,VEL_47,SOF_VEL
VEL_49:SOF_VEL,VEL_49,SOF_VEL
VEL_4:SOF_VEL,VEL_4,SOF_VEL
VEL_50:SOF_VEL_VOX,VEL_50,SOF_VEL_VOX
VEL_58:SOF_VEL,VEL_58,SOF_VEL
VEL_5:SOF_VEL,VEL_5,SOF_VEL
VEL_64:SOF_VEL,VEL_64,SOF_VEL
VEL_6:SOF_VEL,VEL_6,SOF_VEL
VEL_82:SOF_VEL,VEL_82,SOF_VEL
VEL_83:SOF_VEL,VEL_83,SOF_VEL
VEL_84:SOF_VEL,VEL_84,SOF_VEL
VEL_85:SOF_VEL,VEL_85,SOF_VEL
VEL_86:SOF_VEL,VEL_86,SOF_VEL
VEL_87:SOF_VEL,VEL_87,SOF_VEL
VEL_88:SOF_VEL,VEL_88,SOF_VEL
VEL_89:SOF_VEL,VEL_89,SOF_VEL
VEL_90:SOF_VEL,VEL_90,SOF_VEL
VEL_91:SOF_VEL,VEL_91,SOF_VEL
VEL_92:SOF_VEL_VOX,VEL_92,SOF_VEL_VOX
VEL_93:SOF_VEL_VOX,VEL_93,SOF_VEL_VOX
VEL_94:SOF_VEL,VEL_94,SOF_VEL
VEL_95:SOF_VEL,VEL_95,SOF_VEL
VEL_96:SOF_VEL,VEL_96,SOF_VEL
VEL_97:SOF_VEL,VEL_97,SOF_VEL
VEL_98:SOF_VEL,VEL_98,SOF_VEL
VEL_99:SOF_VEL,VEL_99,SOF_VEL
VOX_105:SOF_VEL_VOX,VOX_105,SOF_VEL_VOX
VOX_107:SOF_VEL_VOX,VOX_107,SOF_VEL_VOX
VOX_112:SOF_VEL_VOX,VOX_112,SOF_VEL_VOX
VOX_114:SOF_VEL_VOX,VOX_114,SOF_VEL_VOX
VOX_30:SOF_VEL_VOX,VOX_30,SOF_VEL_VOX
VOX_58:SOF_VEL_VOX,VOX_58,SOF_VEL_VOX
VOX_97:SOF_VEL_VOX,VOX_97,SOF_VEL_VOX
